model,problem_id,s_enc,s_dead,s_lex
Dataset_O4-mini,p02613,0.46,0.6375,0.666667
Dataset_O4-mini,p03243,0.26,0.625,0.491667
Dataset_O4-mini,p02983,0.74,0.7125,0.55
Dataset_O4-mini,p03109,0.22,0.7375,0.616667
Dataset_O4-mini,p02264,0.8,0.8,0.683333
Dataset_O4-mini,p02773,0.72,0.6875,0.616667
Dataset_O4-mini,p02571,0.65,0.7125,0.533333
Dataset_O4-mini,p03146,0.78,0.7625,0.666667
Dataset_O4-mini,p02700,0.2,0.7625,0.583333
Dataset_O4-mini,p02258,0.77,0.7875,0.666667
Dataset_O4-mini,p03378,0.53,0.5875,0.433333
Dataset_O4-mini,p02847,0.29,0.7125,0.633333
Dataset_O4-mini,p03998,0.32,0.725,0.6
Dataset_O4-mini,p04012,0.42,0.775,0.691667
Dataset_O4-mini,p02701,0.75,0.75,0.716667
Dataset_O4-mini,p02675,0.19,0.65,0.683333
Dataset_O4-mini,p02729,0.48,0.7125,0.566667
Dataset_O4-mini,p02259,0.74,0.7625,0.716667
Dataset_O4-mini,p03147,0.74,0.7,0.558333
Dataset_O4-mini,p03435,0.52,0.7125,0.666667
Dataset_O4-mini,p02677,0.71,0.725,0.691667
Dataset_O4-mini,p02717,0.69,0.6875,0.483333
Dataset_O4-mini,p02887,0.68,0.6375,0.633333
Dataset_O4-mini,p02688,0.81,0.7375,0.7
Dataset_O4-mini,p02879,0.8,0.75,0.6
Dataset_O4-mini,p02886,0.77,0.7125,0.575
Dataset_O4-mini,p03434,0.68,0.775,0.633333
Dataset_O4-mini,p03352,0.83,0.7875,0.641667
Dataset_O4-mini,p02676,0.79,0.7625,0.708333
Dataset_O4-mini,p02706,0.83,0.6625,0.658333
Dataset_O4-mini,p03632,0.86,0.9125,0.85
Dataset_O4-mini,p02712,0.44,0.6625,0.566667
Dataset_O4-mini,p02921,0.29,0.8125,0.65
Dataset_O4-mini,p02935,0.65,0.65,0.575
Dataset_O4-mini,p02909,0.37,0.7625,0.583333
Dataset_O4-mini,p02699,0.46,0.7,0.658333
Dataset_O4-mini,p03035,0.63,0.5875,0.575
Dataset_O4-mini,p03545,0.63,0.6125,0.491667
Dataset_O4-mini,p02897,0.71,0.7,0.558333
Dataset_O4-mini,p02934,0.86,0.8125,0.716667
Dataset_O4-mini,p03814,0.84,0.825,0.775
Dataset_O4-mini,p02263,0.81,0.875,0.766667
Dataset_O4-mini,p02711,0.55,0.7375,0.608333
Dataset_O4-mini,p02713,0.74,0.775,0.733333
Dataset_O4-mini,p02707,0.61,0.6375,0.658333
Dataset_O4-mini,p02922,0.71,0.775,0.616667
Dataset_O4-mini,p02659,0.46,0.6875,0.608333
Dataset_O4-mini,p02705,0.66,0.825,0.791667
Dataset_O4-mini,p02881,0.75,0.7,0.558333
Dataset_O4-mini,p03037,0.72,0.6125,0.583333
Dataset_O4-mini,p02880,0.27,0.775,0.641667
Dataset_O4-mini,p02658,0.78,0.85,0.658333
Dataset_O4-mini,p02923,0.64,0.6,0.7
Dataset_O4-mini,p02260,0.86,0.875,0.741667
Dataset_O4-mini,p03220,0.56,0.625,0.466667
Dataset_Qwen3VL,p02899,0.25,0.3,0.383333
Dataset_Qwen3VL,p03775,0.48,0.45,0.416667
Dataset_Qwen3VL,p02641,0.41,0.5625,0.275
Dataset_Qwen3VL,p02640,0.27,0.5625,0.375
Dataset_Qwen3VL,p03013,0.26,0.175,0.233333
Dataset_Qwen3VL,p03012,0.5,0.4,0.391667
Dataset_Qwen3VL,p03371,0.49,0.4125,0.316667
Dataset_Qwen3VL,p02898,0.27,0.225,0.425
Dataset_Qwen3VL,p03239,0.47,0.5125,0.4
Dataset_Qwen3VL,p02682,0.2,0.35,0.4
Dataset_Qwen3VL,p03370,0.55,0.425,0.408333
Dataset_Qwen3VL,p02657,0.54,0.525,0.516667
Dataset_Qwen3VL,p03416,0.67,0.35,0.516667
Dataset_Qwen3VL,p04030,0.39,0.3125,0.483333
Dataset_Qwen3VL,p02681,0.24,0.5625,0.525
Dataset_Qwen3VL,p03011,0.6,0.2,0.466667
Dataset_Qwen3VL,p02910,0.22,0.55,0.383333
Dataset_Qwen3VL,p03161,0.31,0.4625,0.391667
Dataset_Qwen3VL,p02911,0.31,0.275,0.333333
Dataset_Qwen3VL,p02723,0.23,0.3875,0.566667
Dataset_Qwen3VL,p02694,0.4,0.3375,0.458333
Dataset_Qwen3VL,p02257,0.6,0.6,0.55
Dataset_Qwen3VL,p03835,0.15,0.3625,0.341667
Dataset_Qwen3VL,p03001,0.48,0.1375,0.308333
Dataset_Qwen3VL,p02860,0.15,0.675,0.541667
Dataset_Qwen3VL,p03000,0.57,0.35,0.483333
Dataset_Qwen3VL,p02848,0.275,0.3,0.316667
Dataset_Qwen3VL,p03360,0.27,0.3375,0.458333
Dataset_Qwen3VL,p03160,0.48,0.3375,0.475
Dataset_Qwen3VL,p02268,0.39,0.4125,0.425
Dataset_Qwen3VL,p02256,0.375,0.45,0.35
Dataset_Qwen3VL,p02718,0.3,0.35,0.15
Dataset_Qwen3VL,p02730,0.33,0.5625,0.316667
Dataset_Qwen3VL,p02724,0.47,0.375,0.325
Dataset_Qwen3VL,p02917,0.4,0.325,0.4
Dataset_Qwen3VL,p02687,0.18,0.55,0.425
Dataset_Qwen3VL,p02719,0.5,0.275,0.283333
Dataset_Qwen3VL,p02255,0.56,0.35,0.416667
Dataset_Qwen3VL,p02731,0.31,0.4625,0.341667
Dataset_Qwen3VL,p02693,,0.2625,0.425
Dataset_Qwen3VL,p03448,0.37,0.2375,0.525
Dataset_Qwen3VL,p02916,0.5125,0.483333,0.533333
Dataset_Qwen3VL,p03474,0.28,0.1875,0.558333
Dataset_Qwen3VL,p02959,0.44,0.35,0.4
Dataset_Qwen3VL,p02725,,0.425,0.266667
Dataset_Qwen3VL,p02971,0.33,0.275,0.266667
Dataset_Qwen3VL,p02622,0.33,0.5,0.416667
Dataset_Qwen3VL,p02420,0.23,0.425,0.308333
Dataset_Qwen3VL,p02390,0.22,0.2625,0.366667
Dataset_Qwen3VL,p02391,0.21,0.6,0.8
Dataset_Qwen3VL,p02409,0.46,0.3,0.4
Dataset_Qwen3VL,p02408,0.275,0.283333,0.45
Dataset_Qwen3VL,p03071,0.51,0.525,0.475
Dataset_Qwen3VL,p04044,0.38,0.6,0.5
Dataset_Qwen3VL,p03059,0.26,0.2875,0.358333
Dataset_Qwen3VL,p02970,0.56,0.5,0.525
Dataset_Qwen3VL,p02582,0.39,0.3,0.341667
Dataset_Qwen3VL,p02958,0.2,0.4125,0.525
Dataset_Qwen3VL,p03449,0.67,0.475,0.55
Dataset_Qwen3VL,p03107,0.66,0.4875,0.458333
Dataset_Qwen3VL,p02421,0.2,,0.325
Dataset_Qwen3VL,p02755,0.38,0.4625,0.225
Dataset_Qwen3VL,p02621,0.44,0.2,0.525
Dataset_Qwen3VL,p02812,0.39,0.45,0.45
Dataset_Qwen3VL,p03073,0.17,0.375,0.333333
Dataset_Qwen3VL,p02595,0.4,0.6,0.566667
Dataset_Qwen3VL,p02393,0.67,0.2125,0.541667
Dataset_Qwen3VL,p03072,0.11,0.475,0.316667
Dataset_Qwen3VL,p02783,0.36,0.45,0.275
Dataset_Qwen3VL,p03102,0.12,0.3625,0.175
Dataset_Qwen3VL,p03106,0.28,0.45,0.575
Dataset_Qwen3VL,p02392,0.15,,0.608333
Dataset_Qwen3VL,p02754,0.4875,0.483333,0.35
Dataset_Qwen3VL,p02778,0.3,0.6125,0.475
Dataset_Qwen3VL,p02552,0.24,0.525,0.45
Dataset_Qwen3VL,p02988,0.62,0.4875,0.45
Dataset_Qwen3VL,p02397,0.49,0.4625,0.533333
Dataset_Qwen3VL,p04043,0.32,0.4,0.366667
Dataset_Qwen3VL,p02396,0.25,0.45,0.508333
Dataset_Qwen3VL,p02802,0.38,0.3375,0.333333
Dataset_Qwen3VL,p02786,0.64,0.575,0.516667
Dataset_Qwen3VL,p02989,0.19,0.3875,0.25
Dataset_Qwen3VL,p03315,0.19,0.4375,0.366667
Dataset_Qwen3VL,p03076,0.55,0.516667,0.433333
Dataset_Qwen3VL,p02779,0.21,0.625,0.383333
Dataset_Qwen3VL,p03854,0.35,0.475,0.366667
Dataset_Qwen3VL,p03471,0.4,0.225,0.491667
Dataset_Qwen3VL,p03261,0.275,0.333333,0.4
Dataset_Qwen3VL,p02553,0.46,0.4625,0.383333
Dataset_Qwen3VL,p02547,0.47,0.4,0.333333
Dataset_Qwen3VL,p02753,0.27,0.2875,0.3
Dataset_Qwen3VL,p02627,0.26,0.325,0.608333
Dataset_Qwen3VL,p02790,0.39,0.4625,0.375
Dataset_Qwen3VL,p02784,0.33,0.4,0.35
Dataset_Qwen3VL,p02419,0.45,0.4875,0.441667
Dataset_Qwen3VL,p03075,0.2,0.4125,0.333333
Dataset_Qwen3VL,p02394,0.15,0.6375,0.441667
Dataset_Qwen3VL,p02381,0.22,0.5,0.45
Dataset_Qwen3VL,p02418,0.24,0.2375,0.416667
Dataset_Qwen3VL,p03060,0.29,0.525,0.308333
Dataset_Qwen3VL,p03289,0.32,0.2,0.408333
Dataset_Qwen3VL,p02785,0.44,0.5875,0.308333
Dataset_Qwen3VL,p02801,0.22,0.4,0.7
Dataset_Qwen3VL,p02791,0.23,0.2625,0.275
Dataset_Qwen3VL,p02578,0.44,0.325,0.466667
Dataset_Qwen3VL,p02829,0.28,0.525,0.541667
Dataset_Qwen3VL,p03470,0.48,0.75,0.725
Dataset_Qwen3VL,p03680,0.51,0.4875,0.375
Dataset_Qwen3VL,p03469,0.39,0.5375,0.458333
Dataset_Qwen3VL,p02777,0.2,0.175,0.575
Dataset_Qwen3VL,p02993,0.34,0.325,0.283333
Dataset_Qwen3VL,p03316,,0.2625,0.441667
Dataset_Qwen3VL,p02987,0.44,0.25,0.508333
Dataset_Qwen3VL,p02818,0.26,0.525,0.45
Dataset_Qwen3VL,p03455,0.1875,,0.3
Dataset_Qwen3VL,p03086,0.25,0.5125,0.45
Dataset_Qwen3VL,p02415,0.25,0.475,0.558333
Dataset_Qwen3VL,p02830,0.44,0.5,0.508333
Dataset_Qwen3VL,p02401,0.23,0.5,0.683333
Dataset_Qwen3VL,p02398,0.27,0.1625,0.45
Dataset_Qwen3VL,p03087,0.32,0.6125,0.533333
Dataset_Qwen3VL,p02399,0.35,0.5375,0.725
Dataset_Qwen3VL,p02414,0.21,0.5125,0.516667
Dataset_Qwen3VL,p02400,0.42,0.425,0.608333
Dataset_Qwen3VL,p02831,0.58,0.3375,0.383333
Dataset_Qwen3VL,p02819,0.68,0.5875,0.45
Dataset_Qwen3VL,p02945,0.74,0.5625,0.383333
Dataset_Qwen3VL,p03285,0.32,0.3375,0.466667
Dataset_Qwen3VL,p02951,0.64,0.525,0.433333
Dataset_Qwen3VL,p00001,,0.2,0.441667
Dataset_Qwen3VL,p02576,0.33,0.3,0.4
Dataset_Qwen3VL,p03695,0.51,0.4375,0.558333
Dataset_Qwen3VL,p03126,0.29,0.2375,0.275
Dataset_Qwen3VL,p03324,0.42,0.2875,0.425
Dataset_Qwen3VL,p03456,0.28,0.375,0.675
Dataset_Qwen3VL,p02947,0.33,0.25,0.491667
Dataset_Qwen3VL,p00003,0.25,0.1875,0.641667
Dataset_Qwen3VL,p02953,0.22,0.475,0.416667
Dataset_Qwen3VL,p02628,0.33,0.3625,0.358333
Dataset_Qwen3VL,p03293,0.37,0.25,0.516667
Dataset_Qwen3VL,p03720,0.5875,0.45,0.3
Dataset_Qwen3VL,p02402,0.26,0.3625,0.5
Dataset_Qwen3VL,p02417,0.34,0.4875,0.625
Dataset_Qwen3VL,p02416,,0.3875,0.725
Dataset_Qwen3VL,p02832,0.53,0.25,0.266667
Dataset_Qwen3VL,p02629,0.28,0.225,0.55
Dataset_Qwen3VL,p03292,0.41,0.5,0.25
Dataset_Qwen3VL,p02403,0.32,0.2125,0.483333
Dataset_Qwen3VL,p03494,0.32,0.3625,0.35
Dataset_Qwen3VL,p00002,0.21,0.375,0.583333
Dataset_Qwen3VL,p02952,0.13,0.575,0.45
Dataset_Qwen3VL,p02946,0.38,0.3125,0.258333
Dataset_Qwen3VL,p03457,0.19,0.35,0.458333
Dataset_Qwen3VL,p02981,0.63,0.1875,0.45
Dataset_Qwen3VL,p02577,0.19,0.2125,0.55
Dataset_Qwen3VL,p03325,0.35,0.425,0.475
Dataset_Qwen3VL,p02759,0.46,0.375,0.433333
Dataset_Qwen3VL,p02771,0.21,0.4,0.491667
Dataset_Qwen3VL,p02639,0.58,0.4875,0.466667
Dataset_Qwen3VL,p00006,0.21,0.75,0.616667
Dataset_Qwen3VL,p02995,0.3375,0.266667,0.45
Dataset_Qwen3VL,p02836,0.45,0.5625,0.466667
Dataset_Qwen3VL,p03282,0.3,0.3,0.175
Dataset_Qwen3VL,p03043,0.48,0.225,0.4
Dataset_Qwen3VL,p02413,0.42,0.3125,0.6
Dataset_Qwen3VL,p02407,0.16,0.2875,0.391667
Dataset_Qwen3VL,p02406,0.41,0.2375,0.441667
Dataset_Qwen3VL,p03042,0.25,0.3375,0.45
Dataset_Qwen3VL,p02412,0.275,0.5,0.366667
Dataset_Qwen3VL,p02957,0.49,0.4625,0.433333
Dataset_Qwen3VL,p00007,0.28,0.2875,0.358333
Dataset_Qwen3VL,p02994,0.54,0.175,0.483333
Dataset_Qwen3VL,p03308,0.57,0.375,0.425
Dataset_Qwen3VL,p02570,0.23,0.45,0.408333
Dataset_Qwen3VL,p02772,0.28,0.275,0.45
Dataset_Qwen3VL,p03136,0.34,0.175,0.516667
Dataset_Qwen3VL,p03478,0.58,0.3875,0.441667
Dataset_Qwen3VL,p02982,0.4875,0.266667,0.75
Dataset_Qwen3VL,p02766,0.44,0.2125,0.491667
Dataset_Qwen3VL,p03644,0.475,,0.508333
Dataset_Qwen3VL,p03493,0.29,0.35,0.341667
Dataset_Qwen3VL,p03242,0.42,0.275,0.333333
Dataset_Qwen3VL,p00011,0.19,0.2,0.233333
Dataset_Qwen3VL,p00005,0.25,0.5625,0.55
Dataset_Qwen3VL,p02612,0.2,0.125,0.283333
Dataset_Qwen3VL,p03281,0.4,0.2875,0.325
Dataset_Qwen3VL,p02835,0.22,0.5375,0.6
Dataset_Qwen3VL,p02389,0.49,0.3875,0.333333
Dataset_Qwen3VL,p02388,0.18,0.60625,0.616667
Dataset_Qwen3VL,p02411,0.24,0.225,0.591667
Dataset_Qwen3VL,p03041,0.4,0.35,0.5
Dataset_Qwen3VL,p03243,0.48,0.2875,0.45
Dataset_Qwen3VL,p02404,0.1875,0.316667,0.633333
Dataset_Qwen3VL,p02410,0.1875,0.383333,0.366667
Dataset_Qwen3VL,p02613,0.27,0.4875,0.508333
Dataset_Qwen3VL,p02767,0.55,0.125,0.375
Dataset_Qwen3VL,p02405,0.175,0.316667,0.483333
Dataset_Qwen3VL,p02773,0.39,0.275,0.275
Dataset_Qwen3VL,p02983,0.43,0.2125,0.391667
Dataset_Qwen3VL,p02571,0.27,0.325,0.416667
Dataset_Qwen3VL,p03109,0.175,,0.425
Dataset_Qwen3VL,p02264,0.58,0.5625,0.483333
Dataset_Qwen3VL,p03146,0.25,0.2875,0.541667
Dataset_Qwen3VL,p03378,0.24,0.4125,0.283333
Dataset_Qwen3VL,p03998,0.22,0.5375,0.383333
Dataset_Qwen3VL,p02258,0.23,0.5625,0.433333
Dataset_Qwen3VL,p02700,0.19,0.275,0.275
Dataset_Qwen3VL,p02847,0.35,0.2125,0.475
Dataset_Qwen3VL,p04012,0.25,0.375,0.716667
Dataset_Qwen3VL,p02675,0.22,0.2625,0.55
Dataset_Qwen3VL,p02729,0.44,0.2,0.441667
Dataset_Qwen3VL,p02701,0.53,0.35,0.491667
Dataset_Qwen3VL,p02887,0.63,0.5875,0.35
Dataset_Qwen3VL,p03435,0.26,0.4125,0.566667
Dataset_Qwen3VL,p02717,0.59,0.6375,0.475
Dataset_Qwen3VL,p02677,0.62,0.575,0.35
Dataset_Qwen3VL,p02259,0.55,0.55,0.55
Dataset_Qwen3VL,p03147,0.45,0.4125,0.266667
Dataset_Qwen3VL,p02879,0.53,0.5625,0.483333
Dataset_Qwen3VL,p02676,0.66,0.3625,0.575
Dataset_Qwen3VL,p02688,0.33,0.275,0.316667
Dataset_Qwen3VL,p02886,0.4125,0.583333,0.333333
Dataset_Qwen3VL,p02712,0.45,0.5125,0.533333
Dataset_Qwen3VL,p03434,0.38,0.4125,0.266667
Dataset_Qwen3VL,p03632,0.37,0.5375,0.408333
Dataset_Qwen3VL,p02706,0.42,0.425,0.608333
Dataset_Qwen3VL,p02921,0.48,0.6625,0.641667
Dataset_Qwen3VL,p02935,0.38,0.3,0.341667
Dataset_Qwen3VL,p03352,,0.166667,0.283333
Dataset_Qwen3VL,p02699,0.28,0.4125,0.516667
Dataset_Qwen3VL,p02909,0.29,0.4625,0.375
Dataset_Qwen3VL,p03035,0.39,0.4875,0.491667
Dataset_Qwen3VL,p02713,0.28,0.175,0.325
Dataset_Qwen3VL,p03814,0.49,0.5125,0.475
Dataset_Qwen3VL,p02897,0.46,0.55,0.366667
Dataset_Qwen3VL,p03545,0.15,0.425,0.341667
Dataset_Qwen3VL,p02707,0.2,0.466667,0.333333
Dataset_Qwen3VL,p02705,0.44,0.225,0.566667
Dataset_Qwen3VL,p02711,0.32,0.3125,0.358333
Dataset_Qwen3VL,p02934,0.32,0.3125,0.558333
Dataset_Qwen3VL,p02922,0.27,0.25,0.441667
Dataset_Qwen3VL,p02263,0.5625,0.283333,0.5
Dataset_Qwen3VL,p02881,0.44,0.425,0.408333
Dataset_Qwen3VL,p02659,0.08,0.55,0.4
Dataset_Qwen3VL,p02880,0.26,0.225,0.583333
Dataset_Qwen3VL,p03037,0.38,0.4125,0.3
Dataset_Qwen3VL,p02658,0.54,0.5125,0.608333
Dataset_Qwen3VL,p03220,0.27,0.55,0.341667
Dataset_Qwen3VL,p02923,0.48,0.2375,0.441667
Dataset_Qwen3VL,p02260,0.69,0.45,0.4
Dataset_codellama,p03775,0.37,0.3125,0.116667
Dataset_codellama,p02641,0.12,0.35,0.266667
Dataset_codellama,p03012,0.22,0.175,0.2
Dataset_codellama,p02640,0.21,0.2625,0.183333
Dataset_codellama,p03239,0.05,0.0625,0.275
Dataset_codellama,p02898,0.13,0.3375,0.35
Dataset_codellama,p02682,0.24,0.2125,0.183333
Dataset_codellama,p03371,0.21,0.1375,0.208333
Dataset_codellama,p03013,0.24,0.2625,0.141667
Dataset_codellama,p02899,0.08,0.3125,0.191667
Dataset_codellama,p03370,0.04,0.1125,0.183333
Dataset_codellama,p03416,0.27,0.1625,0.133333
Dataset_codellama,p02681,0.2,0.225,0.1
Dataset_codellama,p02911,0.22,0.2,0.183333
Dataset_codellama,p02910,0.21,0.0875,0.283333
Dataset_codellama,p02657,0.14,0.1375,0.425
Dataset_codellama,p04030,0.17,0.225,0.233333
Dataset_codellama,p03011,0.25,0.325,0.233333
Dataset_codellama,p02694,0.15,0.25,0.416667
Dataset_codellama,p02723,0.29,0.125,0.1
Dataset_codellama,p03161,0.09,0.1,0.191667
Dataset_codellama,p02257,0.34,0.3625,0.425
Dataset_codellama,p02256,0.25,0.5875,0.258333
Dataset_codellama,p03001,0.13,0.0375,0.125
Dataset_codellama,p03160,0.12,0.1625,0.208333
Dataset_codellama,p03000,0.3,0.125,0.141667
Dataset_codellama,p02848,0.16,0.05,0.45
Dataset_codellama,p02860,0.28,0.3625,0.208333
Dataset_codellama,p03835,0.28,0.25,0.208333
Dataset_codellama,p03360,0.13,0.2625,0.425
Dataset_codellama,p02268,0.11,0.1875,0.366667
Dataset_codellama,p02718,0.17,0.3875,0.133333
Dataset_codellama,p02724,0.26,0.0875,0.091667
Dataset_codellama,p02917,0.09,0.275,0.241667
Dataset_codellama,p02730,0.18,0.4,0.175
Dataset_codellama,p02693,0.15,0.125,0.241667
Dataset_codellama,p02725,0.4,0.3,0.216667
Dataset_codellama,p02916,0.22,0.275,0.283333
Dataset_codellama,p02687,0.16,0.125,0.191667
Dataset_codellama,p02731,0.25,0.1875,0.116667
Dataset_codellama,p02255,0.44,0.4125,0.233333
Dataset_codellama,p02719,0.28,0.125,0.125
Dataset_codellama,p03474,0.2,0.0375,0.116667
Dataset_codellama,p02420,0.18,0.275,0.316667
Dataset_codellama,p02971,0.47,0.25,0.25
Dataset_codellama,p03448,0.24,0.05,0.108333
Dataset_codellama,p02959,0.22,0.125,0.091667
Dataset_codellama,p02622,0.37,0.525,0.291667
Dataset_codellama,p02408,0.12,0.2,0.25
Dataset_codellama,p02391,0.19,0.45,0.733333
Dataset_codellama,p02409,0.22,0.1625,0.258333
Dataset_codellama,p02390,0.04,0.475,0.2
Dataset_codellama,p03071,0.19,0.2875,0.175
Dataset_codellama,p02958,0.23,0.5375,0.108333
Dataset_codellama,p03059,0.04,0.35,0.241667
Dataset_codellama,p02421,0.33,0.225,0.141667
Dataset_codellama,p04044,0.17,0.3875,0.183333
Dataset_codellama,p03449,0.39,0.35,0.233333
Dataset_codellama,p02970,0.15,0.15,0.158333
Dataset_codellama,p02582,0.3,0.3125,0.408333
Dataset_codellama,p03107,0.21,0.2625,0.216667
Dataset_codellama,p02755,0.56,0.2375,0.3
Dataset_codellama,p02621,0.0,0.05,0.125
Dataset_codellama,p03072,0.06,0.1875,0.2
Dataset_codellama,p02783,0.19,0.25,0.116667
Dataset_codellama,p02812,0.25,0.1,0.175
Dataset_codellama,p03073,0.06,0.25,0.225
Dataset_codellama,p02393,0.65,0.5125,0.566667
Dataset_codellama,p02392,0.1,0.4,0.633333
Dataset_codellama,p02754,0.06,0.275,0.166667
Dataset_codellama,p02595,0.1,0.2625,0.2
Dataset_codellama,p03102,0.07,0.1375,0.041667
Dataset_codellama,p03106,0.29,0.1625,0.35
Dataset_codellama,p02988,0.27,0.1,0.216667
Dataset_codellama,p03076,0.23,0.0,0.216667
Dataset_codellama,p02397,0.24,0.4,0.45
Dataset_codellama,p02552,0.02,0.1875,0.466667
Dataset_codellama,p02778,0.04,0.4,0.116667
Dataset_codellama,p04043,0.19,0.225,0.241667
Dataset_codellama,p02396,0.08,0.325,0.5
Dataset_codellama,p02802,0.31,0.2125,0.191667
Dataset_codellama,p03261,0.26,0.0625,0.25
Dataset_codellama,p02786,0.08,0.1625,0.191667
Dataset_codellama,p02989,0.35,0.2125,0.208333
Dataset_codellama,p03471,0.08,0.2125,0.125
Dataset_codellama,p03315,0.0,0.225,0.483333
Dataset_codellama,p02547,0.12,0.0875,0.358333
Dataset_codellama,p02553,0.05,0.1125,0.233333
Dataset_codellama,p02779,0.18,0.65,0.616667
Dataset_codellama,p03854,0.1,0.2,0.283333
Dataset_codellama,p02753,0.03,0.125,0.216667
Dataset_codellama,p02790,0.16,0.175,0.1
Dataset_codellama,p02784,0.17,0.0375,0.166667
Dataset_codellama,p02627,0.16,0.525,0.866667
Dataset_codellama,p02419,0.24,0.25,0.233333
Dataset_codellama,p02381,0.22,0.425,0.233333
Dataset_codellama,p02394,0.16,0.4375,0.25
Dataset_codellama,p03075,0.22,0.5375,0.458333
Dataset_codellama,p02418,0.14,0.2875,0.308333
Dataset_codellama,p03060,0.2,0.2375,0.208333
Dataset_codellama,p02801,0.04,0.0125,0.25
Dataset_codellama,p02829,0.19,0.3375,0.275
Dataset_codellama,p02785,0.22,0.0375,0.175
Dataset_codellama,p03289,0.16,0.025,0.216667
Dataset_codellama,p02791,0.15,0.1875,0.125
Dataset_codellama,p02578,0.26,0.175,0.133333
Dataset_codellama,p03316,0.15,0.2,0.125
Dataset_codellama,p03470,0.03,0.3875,0.133333
Dataset_codellama,p03469,0.08,0.15,0.258333
Dataset_codellama,p03680,0.38,0.275,0.3
Dataset_codellama,p02993,0.08,0.075,0.233333
Dataset_codellama,p02987,0.11,0.35,0.15
Dataset_codellama,p03455,0.26,0.175,0.191667
Dataset_codellama,p02777,0.3,0.3,0.208333
Dataset_codellama,p02818,0.04,0.025,0.25
Dataset_codellama,p03086,0.25,0.1125,0.308333
Dataset_codellama,p02415,0.08,0.2,0.266667
Dataset_codellama,p02401,0.22,0.3375,0.216667
Dataset_codellama,p02398,0.23,0.2,0.358333
Dataset_codellama,p02830,0.18,0.25,0.041667
Dataset_codellama,p02399,0.22,0.0125,0.5
Dataset_codellama,p02831,0.38,0.2,0.333333
Dataset_codellama,p02400,0.23,0.525,0.491667
Dataset_codellama,p03087,0.12,0.15,0.375
Dataset_codellama,p02414,0.22,0.2,0.166667
Dataset_codellama,p00001,0.21,0.575,0.316667
Dataset_codellama,p03285,0.17,0.3,0.316667
Dataset_codellama,p02951,0.19,0.6,0.325
Dataset_codellama,p02819,0.04,0.0625,0.175
Dataset_codellama,p02945,0.18,0.1875,0.258333
Dataset_codellama,p03695,0.3,0.1875,0.216667
Dataset_codellama,p02576,0.3,0.0625,0.183333
Dataset_codellama,p03324,0.17,0.025,0.175
Dataset_codellama,p03456,0.17,0.0625,0.308333
Dataset_codellama,p03126,0.19,0.2,0.2
Dataset_codellama,p02947,0.09,0.45,0.358333
Dataset_codellama,p00003,0.22,0.475,0.141667
Dataset_codellama,p03293,0.27,0.225,0.333333
Dataset_codellama,p02628,0.13,0.1125,0.166667
Dataset_codellama,p02416,0.07,0.2875,0.5
Dataset_codellama,p02953,0.29,0.1875,0.208333
Dataset_codellama,p03720,0.15,0.0875,0.116667
Dataset_codellama,p02417,0.2,0.525,0.5
Dataset_codellama,p02832,0.21,0.2,0.083333
Dataset_codellama,p02403,0.04,0.4125,0.408333
Dataset_codellama,p02402,0.36,0.6125,0.275
Dataset_codellama,p03494,0.33,0.25,0.216667
Dataset_codellama,p00002,0.1,0.2625,0.308333
Dataset_codellama,p03292,0.31,0.1625,0.175
Dataset_codellama,p02629,0.03,0.4625,0.2
Dataset_codellama,p02952,0.13,0.1125,0.108333
Dataset_codellama,p02946,0.11,0.425,0.275
Dataset_codellama,p02577,0.0,0.3,0.258333
Dataset_codellama,p03325,0.24,0.1375,0.258333
Dataset_codellama,p03457,0.22,0.3125,0.258333
Dataset_codellama,p02981,0.02,0.1875,0.016667
Dataset_codellama,p02639,0.15,0.0875,0.116667
Dataset_codellama,p02995,0.16,0.2625,0.15
Dataset_codellama,p02759,0.3,0.05,0.216667
Dataset_codellama,p02771,0.06,0.65,0.491667
Dataset_codellama,p02836,0.19,0.45,0.366667
Dataset_codellama,p00006,0.1,0.1875,0.208333
Dataset_codellama,p03282,0.12,0.2625,0.175
Dataset_codellama,p03043,0.02,0.15,0.125
Dataset_codellama,p02407,0.29,0.175,0.308333
Dataset_codellama,p02413,0.46,0.15,0.333333
Dataset_codellama,p02406,0.24,0.425,0.575
Dataset_codellama,p03042,0.15,0.5,0.433333
Dataset_codellama,p02412,0.28,0.475,0.183333
Dataset_codellama,p02957,0.13,0.075,0.175
Dataset_codellama,p00007,0.28,0.25,0.125
Dataset_codellama,p03308,0.2,0.0875,0.225
Dataset_codellama,p02994,0.22,0.2,0.166667
Dataset_codellama,p03136,0.065,0.1375,0.275
Dataset_codellama,p02570,0.05,0.325,0.3
Dataset_codellama,p03644,0.21,0.2125,0.2
Dataset_codellama,p02982,0.09,0.1375,0.108333
Dataset_codellama,p02772,0.3,0.5,0.208333
Dataset_codellama,p03478,0.12,0.225,0.166667
Dataset_codellama,p02766,0.1,0.1125,0.175
Dataset_codellama,p03493,0.06,0.1625,0.033333
Dataset_codellama,p03242,0.075,0.033333,0.233333
Dataset_codellama,p02612,0.11,0.2,0.35
Dataset_codellama,p00005,0.2,0.2,0.408333
Dataset_codellama,p00011,0.2,0.075,0.091667
Dataset_codellama,p03281,0.15,0.1875,0.208333
Dataset_codellama,p02835,0.21,0.075,0.566667
Dataset_codellama,p02404,0.2,0.6,0.35
